timestamp,product,mid_price,sell_liquidity,buy_liquidity
7105,JAMS,6490,92,92
7105,PICNIC_BASKET1,58294.5,9,9
7105,PICNIC_BASKET2,30244,9,9
7106,CROISSANTS,4283.5,41,41
7106,DJEMBES,13287.5,25,27
7106,JAMS,6490,74,74
7106,PICNIC_BASKET1,58296.5,13,13
7106,PICNIC_BASKET2,30244.5,13,13
7107,CROISSANTS,4283.5,42,45
7107,DJEMBES,13288.5,21,21
7107,JAMS,6489.5,92,92
7107,PICNIC_BASKET1,58293.5,13,13
7107,PICNIC_BASKET2,30240,13,13
7108,CROISSANTS,4283.5,43,43
7108,DJEMBES,13288.5,22,22
7108,JAMS,6489.5,92,92
7108,PICNIC_BASKET1,58293.5,15,15
7108,PICNIC_BASKET2,30239.5,15,15
7109,CROISSANTS,4283.5,37,37
7109,DJEMBES,13289.5,22,22
7109,JAMS,6490,75,75
7109,PICNIC_BASKET1,58293.5,15,15
7109,PICNIC_BASKET2,30237,15,15
7110,CROISSANTS,4283.5,44,44
7110,DJEMBES,13290.5,23,23
7110,JAMS,6490,78,78
7110,PICNIC_BASKET1,58296,12,6
7110,PICNIC_BASKET2,30235,12,14
7111,CROISSANTS,4283.5,41,41
7111,DJEMBES,13288.5,21,21
7111,JAMS,6490,89,89
7111,PICNIC_BASKET1,58294,12,10
7111,PICNIC_BASKET2,30234.5,12,10
7112,CROISSANTS,4283.5,38,38
7112,DJEMBES,13285.5,22,22
7112,JAMS,6490,70,71
7112,PICNIC_BASKET1,58288.5,9,9
7112,PICNIC_BASKET2,30232,9,9
7113,CROISSANTS,4283.5,35,35
7113,DJEMBES,13283,22,22
7113,JAMS,6490,56,56
7113,PICNIC_BASKET1,58288.5,17,17
7113,PICNIC_BASKET2,30230.5,17,17
7114,CROISSANTS,4282.5,42,42
7114,DJEMBES,13284,18,18
7114,JAMS,6490,90,90
7114,PICNIC_BASKET1,58284.5,11,11
7114,PICNIC_BASKET2,30230.5,11,11
7115,CROISSANTS,4282.5,40,40
7115,DJEMBES,13283.5,23,23
7115,JAMS,6489.5,71,71
7115,PICNIC_BASKET1,58286,15,13
7115,PICNIC_BASKET2,30226,15,13
7116,CROISSANTS,4282.5,44,44
7116,DJEMBES,13285.5,22,22
7116,JAMS,6490,90,90
7116,PICNIC_BASKET1,58286.5,14,14
7116,PICNIC_BASKET2,30226.5,14,14
7117,CROISSANTS,4282.5,38,38
7117,DJEMBES,13285,21,21
7117,JAMS,6490,76,76
7117,PICNIC_BASKET1,58283,10,12
7117,PICNIC_BASKET2,30227,10,12
7118,CROISSANTS,4283,43,43
7118,DJEMBES,13284.5,18,18
7118,JAMS,6490,76,76
7118,PICNIC_BASKET1,58286.5,9,9
7118,PICNIC_BASKET2,30229,9,9
7119,CROISSANTS,4282.5,41,41
7119,DJEMBES,13284,26,26
7119,JAMS,6489.5,83,83
7119,PICNIC_BASKET1,58276,14,14
7119,PICNIC_BASKET2,30228.5,14,14
7120,CROISSANTS,4282.5,41,41
7120,DJEMBES,13283,19,19
7120,JAMS,6489.5,79,79
7120,PICNIC_BASKET1,58283.5,15,15
7120,PICNIC_BASKET2,30228.5,15,15
7121,CROISSANTS,4283,35,35
7121,DJEMBES,13282.5,25,25
7121,JAMS,6490,73,73
7121,PICNIC_BASKET1,58289.5,13,13
7121,PICNIC_BASKET2,30232,13,13
7122,CROISSANTS,4283.5,38,38
7122,DJEMBES,13283.5,21,21
7122,JAMS,6488,72,72
7122,PICNIC_BASKET1,58286.5,15,15
7122,PICNIC_BASKET2,30232,15,15
7123,CROISSANTS,4283.5,51,51
7123,DJEMBES,13286.5,21,21
7123,JAMS,6488,93,93
7123,PICNIC_BASKET1,58285.5,13,13
7123,PICNIC_BASKET2,30226,13,13
7124,CROISSANTS,4283.5,40,40
7124,DJEMBES,13289.5,20,20
7124,JAMS,6488,80,80
7124,PICNIC_BASKET1,58285.5,15,15
7124,PICNIC_BASKET2,30224.5,15,15
7125,CROISSANTS,4282.5,39,39
7125,DJEMBES,13289,25,25
7125,JAMS,6488,78,78
7125,PICNIC_BASKET1,58277.5,15,15
7125,PICNIC_BASKET2,30219.5,15,15
7126,CROISSANTS,4282.5,36,36
7126,DJEMBES,13289.5,22,22
7126,JAMS,6488,68,68
7126,PICNIC_BASKET1,58277,14,6
7126,PICNIC_BASKET2,30219,14,16
7127,CROISSANTS,4282.5,36,36
7127,DJEMBES,13289,20,20
7127,JAMS,6488,58,58
7127,PICNIC_BASKET1,58279.5,14,14
7127,PICNIC_BASKET2,30221.5,14,14
7128,CROISSANTS,4281.5,36,36
7128,DJEMBES,13290,16,16
7128,JAMS,6488,59,59
7128,PICNIC_BASKET1,58269.5,10,10
7128,PICNIC_BASKET2,30215.5,10,10
7129,CROISSANTS,4281.5,33,33
7129,DJEMBES,13290.5,19,19
7129,JAMS,6488.5,63,63
7129,PICNIC_BASKET1,58266.5,10,10
7129,PICNIC_BASKET2,30215,10,10
7130,CROISSANTS,4281.5,43,43
7130,DJEMBES,13290.5,25,25
7130,JAMS,6488.5,68,68
7130,PICNIC_BASKET1,58274.5,15,14
7130,PICNIC_BASKET2,30216,15,14
7131,CROISSANTS,4281.5,52,52
7131,DJEMBES,13290.5,22,22
7131,JAMS,6488.5,92,94
7131,PICNIC_BASKET1,58268.5,9,9
7131,PICNIC_BASKET2,30210.5,9,9
7132,CROISSANTS,4281.5,41,43
7132,DJEMBES,13290.5,18,18
7132,JAMS,6488.5,80,80
7132,PICNIC_BASKET1,58271.5,13,13
7132,PICNIC_BASKET2,30209.5,13,13
7133,CROISSANTS,4281.5,44,44
7133,DJEMBES,13289,16,16
7133,JAMS,6489,76,76
7133,PICNIC_BASKET1,58272,9,9
7133,PICNIC_BASKET2,30207.5,9,9
7134,CROISSANTS,4281,44,44
7134,DJEMBES,13286.5,21,21
7134,JAMS,6489,88,88
7134,PICNIC_BASKET1,58274,10,10
7134,PICNIC_BASKET2,30205.5,10,10
7135,CROISSANTS,4281,40,40
7135,DJEMBES,13287,16,16
7135,JAMS,6489,61,61
7135,PICNIC_BASKET1,58273.5,6,9
7135,PICNIC_BASKET2,30203.5,12,9
7136,CROISSANTS,4280.5,36,36
7136,DJEMBES,13289.5,18,18
7136,JAMS,6488.5,67,70
7136,PICNIC_BASKET1,58276.5,13,13
7136,PICNIC_BASKET2,30203,13,13
7137,CROISSANTS,4280.5,46,46
7137,DJEMBES,13289.5,22,22
7137,JAMS,6489,71,71
7137,PICNIC_BASKET1,58279.5,14,14
7137,PICNIC_BASKET2,30198.5,14,14
7138,CROISSANTS,4280,44,44
7138,DJEMBES,13288.5,19,19
7138,JAMS,6489.5,71,71
7138,PICNIC_BASKET1,58275.5,12,12
7138,PICNIC_BASKET2,30197.5,12,12
7139,CROISSANTS,4280.5,45,45
7139,DJEMBES,13288.5,22,22
7139,JAMS,6490,73,73
7139,PICNIC_BASKET1,58280.5,9,9
7139,PICNIC_BASKET2,30200,9,9
7140,CROISSANTS,4280.5,46,46
7140,DJEMBES,13288,23,23
7140,JAMS,6490,65,65
7140,PICNIC_BASKET1,58281.5,15,15
7140,PICNIC_BASKET2,30203.5,15,15
7141,CROISSANTS,4280.5,46,46
7141,DJEMBES,13289.5,23,23
7141,JAMS,6490,75,75
7141,PICNIC_BASKET1,58285.5,13,13
7141,PICNIC_BASKET2,30203,13,13
7142,CROISSANTS,4281,47,47
7142,DJEMBES,13289.5,22,22
7142,JAMS,6490,91,89
7142,PICNIC_BASKET1,58291.5,13,13
7142,PICNIC_BASKET2,30202.5,13,13
7143,CROISSANTS,4281,52,52
7143,DJEMBES,13288.5,23,23
7143,JAMS,6490,79,79
7143,PICNIC_BASKET1,58289,16,16
7143,PICNIC_BASKET2,30205.5,16,16
7144,CROISSANTS,4281,48,48
7144,DJEMBES,13288.5,18,18
7144,JAMS,6490,61,61
7144,PICNIC_BASKET1,58290.5,11,11
7144,PICNIC_BASKET2,30206,11,11
7145,CROISSANTS,4280.5,43,43
7145,DJEMBES,13288.5,19,19
7145,JAMS,6490,80,80
7145,PICNIC_BASKET1,58282.5,9,9
7145,PICNIC_BASKET2,30202.5,9,9
7146,CROISSANTS,4280,38,38
7146,DJEMBES,13288.5,18,18
7146,JAMS,6490.5,72,70
7146,PICNIC_BASKET1,58284.5,14,14
7146,PICNIC_BASKET2,30203.5,14,14
7147,CROISSANTS,4280,35,35
7147,DJEMBES,13289,16,16
7147,JAMS,6491,63,63
7147,PICNIC_BASKET1,58288.5,8,11
7147,PICNIC_BASKET2,30207,14,11
7148,CROISSANTS,4279,48,48
7148,DJEMBES,13287.5,19,19
7148,JAMS,6490.5,92,92
7148,PICNIC_BASKET1,58277,11,13
7148,PICNIC_BASKET2,30201,11,13
7149,CROISSANTS,4278.5,34,34
7149,DJEMBES,13286.5,20,20
7149,JAMS,6490.5,79,80
7149,PICNIC_BASKET1,58277.5,12,12
7149,PICNIC_BASKET2,30197.5,12,12
7150,CROISSANTS,4278.5,50,50
7150,DJEMBES,13285.5,20,20
7150,JAMS,6490,89,89
7150,PICNIC_BASKET1,58271.5,16,16
7150,PICNIC_BASKET2,30195.5,16,16
7151,CROISSANTS,4278.5,46,46
7151,DJEMBES,13286,21,21
7151,JAMS,6490,71,71
7151,PICNIC_BASKET1,58268.5,16,16
7151,PICNIC_BASKET2,30197.5,16,16
7152,CROISSANTS,4278.5,35,35
7152,DJEMBES,13286,24,24
7152,JAMS,6490,61,61
7152,PICNIC_BASKET1,58271.5,12,12
7152,PICNIC_BASKET2,30200,12,12
7153,CROISSANTS,4278.5,38,38
7153,DJEMBES,13286.5,21,21
7153,JAMS,6492,85,85
7153,PICNIC_BASKET1,58273.5,11,11
7153,PICNIC_BASKET2,30203.5,11,11
7154,CROISSANTS,4278.5,49,49
7154,DJEMBES,13286,22,22
7154,JAMS,6492,70,70
7154,PICNIC_BASKET1,58277.5,11,11
7154,PICNIC_BASKET2,30202.5,11,11
7155,CROISSANTS,4278.5,42,42
7155,DJEMBES,13286.5,23,23
7155,JAMS,6492.5,91,93
7155,PICNIC_BASKET1,58281.5,13,13
7155,PICNIC_BASKET2,30201.5,13,13
7156,CROISSANTS,4279.5,50,50
7156,DJEMBES,13286,19,19
7156,JAMS,6492.5,85,85
7156,PICNIC_BASKET1,58285,13,13
7156,PICNIC_BASKET2,30202.5,13,13
7157,CROISSANTS,4278.5,48,48
7157,DJEMBES,13286.5,19,19
7157,JAMS,6493,82,82
7157,PICNIC_BASKET1,58283.5,10,10
7157,PICNIC_BASKET2,30199.5,10,10
7158,CROISSANTS,4279,42,42
7158,DJEMBES,13287,19,19
7158,JAMS,6493,73,73
7158,PICNIC_BASKET1,58286.5,14,14
7158,PICNIC_BASKET2,30200.5,14,14
7159,CROISSANTS,4278.5,49,49
7159,DJEMBES,13287.5,21,21
7159,JAMS,6493,96,96
7159,PICNIC_BASKET1,58285.5,9,9
7159,PICNIC_BASKET2,30198.5,9,9
7160,CROISSANTS,4278.5,33,33
7160,DJEMBES,13287.5,21,21
7160,JAMS,6493,84,84
7160,PICNIC_BASKET1,58288.5,13,13
7160,PICNIC_BASKET2,30197,13,13
7161,CROISSANTS,4278.5,36,36
7161,DJEMBES,13287.5,15,15
7161,JAMS,6493,58,58
7161,PICNIC_BASKET1,58286.5,11,11
7161,PICNIC_BASKET2,30197.5,11,11
7162,CROISSANTS,4278.5,47,47
7162,DJEMBES,13288.5,15,15
7162,JAMS,6493,85,85
7162,PICNIC_BASKET1,58283.5,10,10
7162,PICNIC_BASKET2,30198,10,10
7163,CROISSANTS,4278.5,40,40
7163,DJEMBES,13288,22,22
7163,JAMS,6493,68,68
7163,PICNIC_BASKET1,58287.5,12,12
7163,PICNIC_BASKET2,30199.5,12,12
7164,CROISSANTS,4278.5,47,47
7164,DJEMBES,13289,18,18
7164,JAMS,6494,65,65
7164,PICNIC_BASKET1,58291.5,13,13
7164,PICNIC_BASKET2,30202,13,13
7165,CROISSANTS,4278.5,40,40
7165,DJEMBES,13288.5,18,18
7165,JAMS,6494,78,78
7165,PICNIC_BASKET1,58285.5,12,12
7165,PICNIC_BASKET2,30203.5,12,12
7166,CROISSANTS,4278.5,46,46
7166,DJEMBES,13289.5,19,19
7166,JAMS,6494,75,75
7166,PICNIC_BASKET1,58294.5,12,12
7166,PICNIC_BASKET2,30202,12,12
7167,CROISSANTS,4278.5,37,37
7167,DJEMBES,13289.5,18,18
7167,JAMS,6494,84,84
7167,PICNIC_BASKET1,58290.5,13,14
7167,PICNIC_BASKET2,30201.5,13,14
7168,CROISSANTS,4278.5,41,41
7168,DJEMBES,13290.5,24,24
7168,JAMS,6494,75,75
7168,PICNIC_BASKET1,58291.5,13,13
7168,PICNIC_BASKET2,30200.5,13,13
7169,CROISSANTS,4278.5,47,47
7169,DJEMBES,13290.5,22,24
7169,JAMS,6494,94,94
7169,PICNIC_BASKET1,58293,16,13
7169,PICNIC_BASKET2,30199.5,16,13
7170,CROISSANTS,4278.5,43,43
7170,DJEMBES,13290.5,21,21
7170,JAMS,6493.5,62,65
7170,PICNIC_BASKET1,58292.5,14,14
7170,PICNIC_BASKET2,30199,14,14
7171,CROISSANTS,4278,40,40
7171,DJEMBES,13291,20,20
7171,JAMS,6493.5,58,62
7171,PICNIC_BASKET1,58294,12,12
7171,PICNIC_BASKET2,30196.5,12,12
7172,CROISSANTS,4278.5,48,50
7172,DJEMBES,13291.5,24,24
7172,JAMS,6494,77,77
7172,PICNIC_BASKET1,58294,13,16
7172,PICNIC_BASKET2,30198,13,16
7173,CROISSANTS,4278.5,43,43
7173,DJEMBES,13291.5,23,23
7173,JAMS,6494,90,90
7173,PICNIC_BASKET1,58285.5,11,11
7173,PICNIC_BASKET2,30199.5,11,11
7174,CROISSANTS,4278.5,38,38
7174,DJEMBES,13291.5,23,23
7174,JAMS,6493,83,83
7174,PICNIC_BASKET1,58285,13,13
7174,PICNIC_BASKET2,30199.5,13,13
7175,CROISSANTS,4279.5,44,44
7175,DJEMBES,13291.5,20,20
7175,JAMS,6493.5,67,64
7175,PICNIC_BASKET1,58285.5,13,13
7175,PICNIC_BASKET2,30201.5,13,13
7176,CROISSANTS,4278.5,35,35
7176,DJEMBES,13293,20,20
7176,JAMS,6493,59,60
7176,PICNIC_BASKET1,58284.5,12,12
7176,PICNIC_BASKET2,30201.5,12,12
7177,CROISSANTS,4278.5,38,38
7177,DJEMBES,13293,19,19
7177,JAMS,6493,71,70
7177,PICNIC_BASKET1,58277.5,10,10
7177,PICNIC_BASKET2,30199,10,10
7178,CROISSANTS,4278.5,49,49
7178,DJEMBES,13293,19,19
7178,JAMS,6493,62,62
7178,PICNIC_BASKET1,58281,14,14
7178,PICNIC_BASKET2,30198.5,14,14
7179,CROISSANTS,4278.5,43,43
7179,DJEMBES,13293.5,19,19
7179,JAMS,6493,83,83
7179,PICNIC_BASKET1,58278.5,10,10
7179,PICNIC_BASKET2,30200.5,10,10
7180,CROISSANTS,4278.5,45,45
7180,DJEMBES,13292,20,20
7180,JAMS,6493,83,83
7180,PICNIC_BASKET1,58275.5,14,14
7180,PICNIC_BASKET2,30200,14,14
7181,CROISSANTS,4278.5,42,42
7181,DJEMBES,13291.5,21,21
7181,JAMS,6493.5,81,81
7181,PICNIC_BASKET1,58276,12,13
7181,PICNIC_BASKET2,30200,12,13
7182,CROISSANTS,4278.5,42,42
7182,DJEMBES,13290.5,22,22
7182,JAMS,6493.5,85,88
7182,PICNIC_BASKET1,58276.5,15,15
7182,PICNIC_BASKET2,30196.5,15,15
7183,CROISSANTS,4278.5,32,32
7183,DJEMBES,13290.5,18,18
7183,JAMS,6493.5,61,61
7183,PICNIC_BASKET1,58273.5,14,14
7183,PICNIC_BASKET2,30198,14,14
7184,CROISSANTS,4278.5,51,48
7184,DJEMBES,13291,21,21
7184,JAMS,6493.5,69,69
7184,PICNIC_BASKET1,58279.5,14,14
7184,PICNIC_BASKET2,30200.5,14,14
7185,CROISSANTS,4278.5,48,48
7185,DJEMBES,13291,17,17
7185,JAMS,6494,86,86
7185,PICNIC_BASKET1,58278,13,13
7185,PICNIC_BASKET2,30199.5,13,13
7186,CROISSANTS,4278,43,43
7186,DJEMBES,13289.5,24,24
7186,JAMS,6494,84,84
7186,PICNIC_BASKET1,58272.5,14,14
7186,PICNIC_BASKET2,30195,14,14
7187,CROISSANTS,4278,50,50
7187,DJEMBES,13289.5,21,21
7187,JAMS,6494,90,90
7187,PICNIC_BASKET1,58271.5,14,14
7187,PICNIC_BASKET2,30197.5,14,14
7188,CROISSANTS,4278,40,40
7188,DJEMBES,13288.5,16,16
7188,JAMS,6493.5,73,73
7188,PICNIC_BASKET1,58271.5,9,9
7188,PICNIC_BASKET2,30196,9,9
7189,CROISSANTS,4278,50,50
7189,DJEMBES,13288.5,22,22
7189,JAMS,6493.5,84,84
7189,PICNIC_BASKET1,58272.5,11,11
7189,PICNIC_BASKET2,30196.5,11,11
7190,CROISSANTS,4277.5,40,43
7190,DJEMBES,13288.5,21,21
7190,JAMS,6494,89,89
7190,PICNIC_BASKET1,58266.5,10,10
7190,PICNIC_BASKET2,30197.5,10,10
7191,CROISSANTS,4278,32,32
7191,DJEMBES,13288,19,19
7191,JAMS,6494,75,75
7191,PICNIC_BASKET1,58262.5,11,11
7191,PICNIC_BASKET2,30199.5,11,11
7192,CROISSANTS,4277.5,39,41
7192,DJEMBES,13288.5,23,23
7192,JAMS,6492.5,68,68
7192,PICNIC_BASKET1,58251.5,10,10
7192,PICNIC_BASKET2,30194.5,10,10
7193,CROISSANTS,4277.5,45,45
7193,DJEMBES,13288,20,20
7193,JAMS,6492,69,69
7193,PICNIC_BASKET1,58249.5,12,12
7193,PICNIC_BASKET2,30192.5,12,12
7194,CROISSANTS,4277.5,45,45
7194,DJEMBES,13288,21,21
7194,JAMS,6492,85,85
7194,PICNIC_BASKET1,58251.5,12,12
7194,PICNIC_BASKET2,30189,12,12
7195,CROISSANTS,4277.5,44,44
7195,DJEMBES,13284,15,15
7195,JAMS,6492,93,93
7195,PICNIC_BASKET1,58245.5,9,9
7195,PICNIC_BASKET2,30188.5,9,9
7196,CROISSANTS,4277.5,40,40
7196,DJEMBES,13284,22,22
7196,JAMS,6492,71,71
7196,PICNIC_BASKET1,58247.5,13,13
7196,PICNIC_BASKET2,30188.5,13,13
7197,CROISSANTS,4277.5,46,46
7197,DJEMBES,13284,22,22
7197,JAMS,6492,77,77
7197,PICNIC_BASKET1,58246.5,9,9
7197,PICNIC_BASKET2,30184,9,9
7198,CROISSANTS,4277,49,49
7198,DJEMBES,13284,18,18
7198,JAMS,6491.5,91,91
7198,PICNIC_BASKET1,58235.5,12,6
7198,PICNIC_BASKET2,30182.5,11,13
7199,CROISSANTS,4276.5,38,38
7199,DJEMBES,13284,20,20
7199,JAMS,6491,57,57
7199,PICNIC_BASKET1,58234.5,14,14
7199,PICNIC_BASKET2,30179.5,14,14
7200,CROISSANTS,4276.5,54,54
7200,DJEMBES,13283,23,23
7200,JAMS,6491,96,96
7200,PICNIC_BASKET1,58232.5,11,11
7200,PICNIC_BASKET2,30179,11,11
7201,CROISSANTS,4276.5,51,51
7201,DJEMBES,13282.5,21,21
7201,JAMS,6491.5,67,67
7201,PICNIC_BASKET1,58236.5,13,13
7201,PICNIC_BASKET2,30177,13,13
7202,CROISSANTS,4278,45,45
7202,DJEMBES,13282.5,17,17
7202,JAMS,6491.5,70,70
7202,PICNIC_BASKET1,58243.5,9,9
7202,PICNIC_BASKET2,30183.5,9,9
7203,CROISSANTS,4278.5,42,42
7203,DJEMBES,13282.5,24,24
7203,JAMS,6491.5,66,68
7203,PICNIC_BASKET1,58242.5,16,16
7203,PICNIC_BASKET2,30184.5,16,16
7204,CROISSANTS,4278,42,42
7204,DJEMBES,13283.5,19,19
7204,JAMS,6491.5,62,62
7204,PICNIC_BASKET1,58245.5,12,12
7204,PICNIC_BASKET2,30181,12,12
7205,CROISSANTS,4278.5,50,50
7205,DJEMBES,13283.5,20,20
7205,JAMS,6491,78,78
7205,PICNIC_BASKET1,58245.5,11,11
7205,PICNIC_BASKET2,30182,11,11
7206,CROISSANTS,4278,37,37
7206,DJEMBES,13282.5,24,24
7206,JAMS,6490,60,60
7206,PICNIC_BASKET1,58236.5,13,13
7206,PICNIC_BASKET2,30178,13,13
7207,CROISSANTS,4278.5,51,51
7207,DJEMBES,13280.5,21,21
7207,JAMS,6490,88,92
7207,PICNIC_BASKET1,58236.5,14,14
7207,PICNIC_BASKET2,30177.5,14,14
7208,CROISSANTS,4278.5,42,42
7208,DJEMBES,13280.5,22,22
7208,JAMS,6489.5,67,64
7208,PICNIC_BASKET1,58233,17,8
7208,PICNIC_BASKET2,30178.5,17,17
7209,CROISSANTS,4278.5,38,38
7209,DJEMBES,13279,23,23
7209,JAMS,6488.5,85,85
7209,PICNIC_BASKET1,58226.5,12,12
7209,PICNIC_BASKET2,30177.5,12,12
7210,CROISSANTS,4278,40,40
7210,DJEMBES,13280.5,23,20
7210,JAMS,6488.5,83,83
7210,PICNIC_BASKET1,58230.5,17,17
7210,PICNIC_BASKET2,30176.5,17,17
7211,CROISSANTS,4278,40,40
7211,DJEMBES,13280.5,16,16
7211,JAMS,6488.5,78,78
7211,PICNIC_BASKET1,58233.5,10,10
7211,PICNIC_BASKET2,30175,10,10
7212,CROISSANTS,4278,35,35
7212,DJEMBES,13279.5,22,22
7212,JAMS,6488.5,59,59
7212,PICNIC_BASKET1,58233.5,11,11
7212,PICNIC_BASKET2,30180,11,11
7213,CROISSANTS,4277.5,47,44
7213,DJEMBES,13279.5,20,20
7213,JAMS,6488.5,89,89
7213,PICNIC_BASKET1,58231.5,12,12
7213,PICNIC_BASKET2,30179.5,12,12
7214,CROISSANTS,4277.5,41,41
7214,DJEMBES,13278.5,22,19
7214,JAMS,6488,90,90
7214,PICNIC_BASKET1,58227.5,11,11
7214,PICNIC_BASKET2,30183,11,11
7215,CROISSANTS,4278.5,33,33
7215,DJEMBES,13277.5,20,20
7215,JAMS,6488.5,54,54
7215,PICNIC_BASKET1,58233,12,12
7215,PICNIC_BASKET2,30183.5,12,12
7216,CROISSANTS,4278.5,33,33
7216,DJEMBES,13277.5,22,22
7216,JAMS,6489,63,63
7216,PICNIC_BASKET1,58238.5,13,13
7216,PICNIC_BASKET2,30186.5,13,13
7217,CROISSANTS,4278.5,41,41
7217,DJEMBES,13278.5,23,23
7217,JAMS,6489,69,69
7217,PICNIC_BASKET1,58241,13,13
7217,PICNIC_BASKET2,30186.5,13,13
7218,CROISSANTS,4278.5,42,42
7218,DJEMBES,13280.5,24,24
7218,JAMS,6488.5,67,67
7218,PICNIC_BASKET1,58240.5,13,13
7218,PICNIC_BASKET2,30185,13,13
7219,CROISSANTS,4278.5,48,48
7219,DJEMBES,13281,25,25
7219,JAMS,6489,96,96
7219,PICNIC_BASKET1,58243,15,14
7219,PICNIC_BASKET2,30183.5,15,14
7220,CROISSANTS,4278.5,45,45
7220,DJEMBES,13280.5,16,16
7220,JAMS,6488,82,82
7220,PICNIC_BASKET1,58236,11,11
7220,PICNIC_BASKET2,30182.5,11,11
7221,CROISSANTS,4278.5,47,47
7221,DJEMBES,13280,23,23
7221,JAMS,6488,88,88
7221,PICNIC_BASKET1,58236.5,12,12
7221,PICNIC_BASKET2,30182.5,12,12
7222,CROISSANTS,4278.5,29,29
7222,DJEMBES,13279,22,22
7222,JAMS,6488,67,67
7222,PICNIC_BASKET1,58235,14,14
7222,PICNIC_BASKET2,30185,14,14
7223,CROISSANTS,4278.5,49,49
7223,DJEMBES,13278.5,22,22
7223,JAMS,6488,64,64
7223,PICNIC_BASKET1,58231.5,12,12
7223,PICNIC_BASKET2,30185.5,12,12
7224,CROISSANTS,4278.5,36,36
7224,DJEMBES,13278.5,17,17
7224,JAMS,6488.5,72,72
7224,PICNIC_BASKET1,58234.5,12,12
7224,PICNIC_BASKET2,30183.5,12,12
7225,CROISSANTS,4278.5,33,33
7225,DJEMBES,13278.5,15,17
7225,JAMS,6489,79,79
7225,PICNIC_BASKET1,58234.5,14,14
7225,PICNIC_BASKET2,30184,14,14
7226,CROISSANTS,4277.5,47,47
7226,DJEMBES,13278.5,22,22
7226,JAMS,6488,84,84
7226,PICNIC_BASKET1,58236,12,11
7226,PICNIC_BASKET2,30187.5,12,11
7227,CROISSANTS,4277.5,35,35
7227,DJEMBES,13278.5,25,25
7227,JAMS,6488,54,54
7227,PICNIC_BASKET1,58231,13,13
7227,PICNIC_BASKET2,30188.5,13,13
7228,CROISSANTS,4277.5,42,42
7228,DJEMBES,13277.5,11,15
7228,JAMS,6488,79,79
7228,PICNIC_BASKET1,58226.5,11,11
7228,PICNIC_BASKET2,30190,11,11
7229,CROISSANTS,4278,42,42
7229,DJEMBES,13278.5,21,21
7229,JAMS,6488,71,71
7229,PICNIC_BASKET1,58232.5,16,16
7229,PICNIC_BASKET2,30190.5,16,16
7230,CROISSANTS,4278,44,44
7230,DJEMBES,13279.5,19,19
7230,JAMS,6488,71,71
7230,PICNIC_BASKET1,58234.5,14,14
7230,PICNIC_BASKET2,30187.5,14,14
7231,CROISSANTS,4277.5,37,39
7231,DJEMBES,13278,19,19
7231,JAMS,6488.5,67,67
7231,PICNIC_BASKET1,58232,13,13
7231,PICNIC_BASKET2,30184.5,13,13
7232,CROISSANTS,4277.5,45,45
7232,DJEMBES,13277.5,16,16
7232,JAMS,6488.5,85,85
7232,PICNIC_BASKET1,58230.5,12,12
7232,PICNIC_BASKET2,30180,12,12
7233,CROISSANTS,4277,47,47
7233,DJEMBES,13277.5,20,20
7233,JAMS,6488.5,68,68
7233,PICNIC_BASKET1,58231.5,11,11
7233,PICNIC_BASKET2,30179.5,11,11
7234,CROISSANTS,4277,52,52
7234,DJEMBES,13278.5,20,20
7234,JAMS,6488.5,89,89
7234,PICNIC_BASKET1,58232.5,15,15
7234,PICNIC_BASKET2,30181,15,15
7235,CROISSANTS,4277.5,45,45
7235,DJEMBES,13280,21,21
7235,JAMS,6488.5,62,62
7235,PICNIC_BASKET1,58239.5,10,10
7235,PICNIC_BASKET2,30182,10,10
7236,CROISSANTS,4277.5,46,46
7236,DJEMBES,13279.5,16,16
7236,JAMS,6488.5,88,88
7236,PICNIC_BASKET1,58235.5,12,12
7236,PICNIC_BASKET2,30175.5,12,12
7237,CROISSANTS,4276.5,39,39
7237,DJEMBES,13279.5,15,15
7237,JAMS,6489,78,78
7237,PICNIC_BASKET1,58229.5,8,8
7237,PICNIC_BASKET2,30175,8,8
7238,CROISSANTS,4276.5,42,42
7238,DJEMBES,13278,23,23
7238,JAMS,6489,72,72
7238,PICNIC_BASKET1,58225.5,16,16
7238,PICNIC_BASKET2,30175.5,16,16
7239,CROISSANTS,4276.5,38,38
7239,DJEMBES,13278.5,24,24
7239,JAMS,6489,76,76
7239,PICNIC_BASKET1,58224.5,13,13
7239,PICNIC_BASKET2,30178.5,13,13
7240,CROISSANTS,4276.5,44,44
7240,DJEMBES,13276.5,23,23
7240,JAMS,6489,67,67
7240,PICNIC_BASKET1,58222.5,16,16
7240,PICNIC_BASKET2,30176.5,16,16
7241,CROISSANTS,4276.5,43,43
7241,DJEMBES,13274.5,22,22
7241,JAMS,6489.5,80,80
7241,PICNIC_BASKET1,58225.5,13,13
7241,PICNIC_BASKET2,30180.5,13,13
7242,CROISSANTS,4276.5,39,39
7242,DJEMBES,13274.5,21,21
7242,JAMS,6489,72,72
7242,PICNIC_BASKET1,58221.5,12,12
7242,PICNIC_BASKET2,30176.5,12,12
7243,CROISSANTS,4275.5,39,39
7243,DJEMBES,13274.5,26,26
7243,JAMS,6489.5,66,66
7243,PICNIC_BASKET1,58224.5,14,14
7243,PICNIC_BASKET2,30176.5,14,14
7244,CROISSANTS,4275.5,40,40
